sku,supplier,status,prom_offer_id,prom_group_id,fallback_price
102143,ZAINSTRUMENTOM,ACTIVE,102143,1139723342,838.00
102147,ZAINSTRUMENTOM,ACTIVE,102147,1139723190,1514.00
102153,ZAINSTRUMENTOM,ACTIVE,102153,1139723190,873.00
102154,ZAINSTRUMENTOM,ACTIVE,102154,1139723190,579.00
1021830,ZAINSTRUMENTOM,ACTIVE,1021830,1018,645.00
1021840,ZAINSTRUMENTOM,ACTIVE,1021840,1018,645.00
1021860,ZAINSTRUMENTOM,ACTIVE,1021860,1018,645.00
1021870,ZAINSTRUMENTOM,ACTIVE,1021870,1018,645.00
1021880,ZAINSTRUMENTOM,ACTIVE,1021880,1018,645.00
1023095,ZAINSTRUMENTOM,ACTIVE,1023095,1018,907.00
1035550,ZAINSTRUMENTOM,ACTIVE,1035550,1009,1104.00
1042770,ZAINSTRUMENTOM,ACTIVE,1042770,1009,751.00
104310,ZAINSTRUMENTOM,ACTIVE,104310,1139723342,1884.00
105350,ZAINSTRUMENTOM,ACTIVE,105350,1139723342,838.00
105400,ZAINSTRUMENTOM,ACTIVE,105400,1139723342,1577.00
105430,ZAINSTRUMENTOM,ACTIVE,105430,1139723342,1700.00
105900,ZAINSTRUMENTOM,ACTIVE,105900,1006,1674.00
105970,ZAINSTRUMENTOM,ACTIVE,105970,983,1699.00
106020,ZAINSTRUMENTOM,ACTIVE,106020,1139725572,2225.00
106050,ZAINSTRUMENTOM,ACTIVE,106050,1139723342,1587.00
107102,ZAINSTRUMENTOM,ACTIVE,107102,983,1663.00
107222,ZAINSTRUMENTOM,ACTIVE,107222,1139725572,691.00
107314,ZAINSTRUMENTOM,ACTIVE,107314,983,1854.00
107316,ZAINSTRUMENTOM,ACTIVE,107316,983,1951.00
107324,ZAINSTRUMENTOM,ACTIVE,107324,983,2094.00
108006,ZAINSTRUMENTOM,ACTIVE,108006,1139723329,1110.00
108007,ZAINSTRUMENTOM,ACTIVE,108007,1139723190,951.00
108008,ZAINSTRUMENTOM,ACTIVE,108008,1139723190,1214.00
108009,ZAINSTRUMENTOM,ACTIVE,108009,1139723190,1924.00
108011,ZAINSTRUMENTOM,ACTIVE,108011,34491,3167.00
108030,ZAINSTRUMENTOM,ACTIVE,108030,1114201846,1115.00
108031,ZAINSTRUMENTOM,ACTIVE,108031,1114201846,1309.00
108073,ZAINSTRUMENTOM,ACTIVE,108073,1018,4548.00
108075,ZAINSTRUMENTOM,ACTIVE,108075,1018,1563.00
108076,ZAINSTRUMENTOM,ACTIVE,108076,1018,1563.00
108077,ZAINSTRUMENTOM,ACTIVE,108077,1018,1634.00
108078,ZAINSTRUMENTOM,ACTIVE,108078,1018,1819.00
108079,ZAINSTRUMENTOM,ACTIVE,108079,1018,1599.00
108081,ZAINSTRUMENTOM,ACTIVE,108081,1018,1974.00
108136,ZAINSTRUMENTOM,ACTIVE,108136,1139723190,4423.00
108138,ZAINSTRUMENTOM,ACTIVE,108138,1139723190,2233.00
108150,ZAINSTRUMENTOM,ACTIVE,108150,1139723329,4930.00
108157,ZAINSTRUMENTOM,ACTIVE,108157,1139723329,1299.00
108158,ZAINSTRUMENTOM,ACTIVE,108158,1139723329,1746.00
108250,ZAINSTRUMENTOM,ACTIVE,108250,1139723329,1085.00
108251,ZAINSTRUMENTOM,ACTIVE,108251,1139723329,818.00
110138,ZAINSTRUMENTOM,ACTIVE,110138,1139723190,2716.00
1151,ZAINSTRUMENTOM,ACTIVE,1151,1139723190,1268.00
2048492,ZAINSTRUMENTOM,ACTIVE,2048492,992,2102.00
290,ZAINSTRUMENTOM,ACTIVE,290,1139723190,1584.00
291,ZAINSTRUMENTOM,ACTIVE,291,1139723329,1603.00
293,ZAINSTRUMENTOM,ACTIVE,293,1139723342,1520.00
295,ZAINSTRUMENTOM,ACTIVE,295,1139723190,1520.00
400,ZAINSTRUMENTOM,ACTIVE,400,1139723342,1935.00
450,ZAINSTRUMENTOM,ACTIVE,450,1139723342,2211.00
605,ZAINSTRUMENTOM,ACTIVE,605,1139723329,2250.00
655,ZAINSTRUMENTOM,ACTIVE,655,1139723329,2460.00
9010010,ZAINSTRUMENTOM,ACTIVE,9010010,13792,1910.00
9010015,ZAINSTRUMENTOM,ACTIVE,9010015,13792,1965.00
9010020,ZAINSTRUMENTOM,ACTIVE,9010020,13792,1965.00
9010082,ZAINSTRUMENTOM,ACTIVE,9010082,902,1085.00
9010086,ZAINSTRUMENTOM,ACTIVE,9010086,902,707.00
S610,ZAINSTRUMENTOM,ACTIVE,S610,1139723329,1299.00
TS087,ZAINSTRUMENTOM,ACTIVE,TS087,1139725572,2329.00
m132p3,ZAINSTRUMENTOM,ACTIVE,m132p3,902,2357.00
NAB7-S,ZAINSTRUMENTOM,ACTIVE,NAB7-S,1019,3999.00
ZI-100,ZAINSTRUMENTOM,ACTIVE,ZI-100,898,2880.00
ZI-200,ZAINSTRUMENTOM,ACTIVE,ZI-200,898,2880.00
ZI-310,ZAINSTRUMENTOM,ACTIVE,ZI-310,899,474.00
ZI-360.1,ZAINSTRUMENTOM,ACTIVE,ZI-360.1,899,497.00
FD-793,ZAINSTRUMENTOM,ACTIVE,FD-793,992,380.00
FD-S70,ZAINSTRUMENTOM,ACTIVE,FD-S70,1052808855,360.00
FD775-30,ZAINSTRUMENTOM,ACTIVE,FD775-30,898,540.00
FD775-60,ZAINSTRUMENTOM,ACTIVE,FD775-60,898,599.00
9719001,SIGMA,ACTIVE,9719001,1037,976.00
9719221,SIGMA,ACTIVE,9719221,1035,2335.00
9722161,SIGMA,ACTIVE,9722161,1036,957.00
9722601,SIGMA,ACTIVE,9722601,1037,457.00
9730220,SIGMA,ACTIVE,9730220,1035,1619.00
9731200,SIGMA,ACTIVE,9731200,1035,1537.00
9731220,SIGMA,ACTIVE,9731220,1035,1469.00
9732220,SIGMA,ACTIVE,9732220,1035,1265.00
9732300,SIGMA,ACTIVE,9732300,1038,1118.00
9733220,SIGMA,ACTIVE,9733220,1035,1663.00
9734210,SIGMA,ACTIVE,9734210,1035,1793.00
9734220,SIGMA,ACTIVE,9734220,1035,1590.00
9734300,SIGMA,ACTIVE,9734300,1038,1137.00
9737220,SIGMA,ACTIVE,9737220,1035,1662.00
9738230,SIGMA,ACTIVE,9738230,1035,1911.00
9740200,SIGMA,ACTIVE,9740200,1035,1595.00
9740220,SIGMA,ACTIVE,9740220,1035,1721.00
9749220,SIGMA,ACTIVE,9749220,1035,1261.00
9750220,SIGMA,ACTIVE,9750220,1035,1445.00
9751220,SIGMA,ACTIVE,9751220,1035,1531.00
9755220,SIGMA,ACTIVE,9755220,1035,1156.00
9777110,SIGMA,ACTIVE,9777110,1036,964.00
9777220,SIGMA,ACTIVE,9777220,1035,1251.00
9780200,SIGMA,ACTIVE,9780200,1035,1671.00
9780210,SIGMA,ACTIVE,9780210,1035,1150.00
9794220,SIGMA,ACTIVE,9794220,1330,328.00
9794225,SIGMA,ACTIVE,9794225,1330,395.00
9794226,SIGMA,ACTIVE,9794226,1330,445.00
9623100,SIGMA,ACTIVE,9623100,1036,2641.00
