sku,supplier,status,prom_offer_id,prom_group_id,fallback_price
9784293,SIGMA,ACTIVE,29780,1344,573.00
9784297,SIGMA,ACTIVE,29782,1344,380.00
9784298,SIGMA,ACTIVE,29783,1344,498.00
9791611,SIGMA,ACTIVE,24017,1330,227.00
9792010,SIGMA,ACTIVE,24018,903,273.00
9792020,SIGMA,ACTIVE,24019,1330,265.00
9792021,SIGMA,ACTIVE,24020,1330,261.00
9792022,SIGMA,ACTIVE,24021,1330,289.00
9793510,SIGMA,ACTIVE,17304,1330,426.00
9793511,SIGMA,ACTIVE,17305,903,426.00
9793512,SIGMA,ACTIVE,17306,903,426.00
9793513,SIGMA,ACTIVE,17307,903,426.00
9793514,SIGMA,ACTIVE,17308,903,426.00
9794230,SIGMA,ACTIVE,27686,903,294.00
9794255,SIGMA,ACTIVE,27688,1330,227.00
9794346,SIGMA,ACTIVE,33427,1330,227.00
9794377,SIGMA,ACTIVE,33429,1330,262.00
9680501,SIGMA,ACTIVE,28432,1344,2785.00
9680502,SIGMA,ACTIVE,28433,1344,1613.00
9680503,SIGMA,ACTIVE,28434,1344,1111.00
9680505,SIGMA,ACTIVE,28435,1344,554.00
9680507,SIGMA,ACTIVE,28436,1344,986.00
9680509,SIGMA,ACTIVE,28437,1344,943.00
9680511,SIGMA,ACTIVE,28438,1344,1458.00
9680512,SIGMA,ACTIVE,28439,1344,1043.00
9680516,SIGMA,ACTIVE,28440,1344,1435.00
9680537,SIGMA,ACTIVE,28441,1344,3123.00
9680538,SIGMA,ACTIVE,28442,1344,1809.00
9680539,SIGMA,ACTIVE,28443,1344,1286.00
9680541,SIGMA,ACTIVE,28444,1344,704.00
9680543,SIGMA,ACTIVE,28445,1344,1155.00
9680545,SIGMA,ACTIVE,28446,1344,1111.00
9680547,SIGMA,ACTIVE,28447,1344,1647.00
9680548,SIGMA,ACTIVE,28448,1344,1214.00
9680552,SIGMA,ACTIVE,28449,1344,1619.00
9681101,SIGMA,ACTIVE,28450,1344,3045.00
9681102,SIGMA,ACTIVE,28451,1344,2514.00
9681103,SIGMA,ACTIVE,28452,1344,1302.00
9681105,SIGMA,ACTIVE,28453,1344,626.00
9681107,SIGMA,ACTIVE,28454,1344,1388.00
9681109,SIGMA,ACTIVE,28455,1344,1175.00
9681111,SIGMA,ACTIVE,28456,1344,1340.00
9681116,SIGMA,ACTIVE,28457,1344,2312.00
9681301,SIGMA,ACTIVE,28458,1344,3768.00
9681302,SIGMA,ACTIVE,28459,1344,2184.00
9681303,SIGMA,ACTIVE,28460,1344,1738.00
9681307,SIGMA,ACTIVE,28461,1344,1162.00
9681309,SIGMA,ACTIVE,28462,1344,929.00
9681311,SIGMA,ACTIVE,28463,1344,1828.00
9681312,SIGMA,ACTIVE,28464,1344,1386.00
9681316,SIGMA,ACTIVE,28465,1344,2058.00
9681401,SIGMA,ACTIVE,28466,1344,4255.00
9681402,SIGMA,ACTIVE,28467,1344,2526.00
9681403,SIGMA,ACTIVE,28468,1344,1971.00
9681405,SIGMA,ACTIVE,28469,1344,356.00
9681407,SIGMA,ACTIVE,28470,1344,1069.00
9681409,SIGMA,ACTIVE,28471,1344,524.00
9681411,SIGMA,ACTIVE,28472,1344,1141.00
9681416,SIGMA,ACTIVE,28473,1344,1793.00
9687901,SIGMA,ACTIVE,28474,1344,2107.00
9687902,SIGMA,ACTIVE,28475,1344,1348.00
9687903,SIGMA,ACTIVE,28476,1344,998.00
9687905,SIGMA,ACTIVE,28477,1344,416.00
9687907,SIGMA,ACTIVE,28478,1344,916.00
9687909,SIGMA,ACTIVE,28479,1344,1595.00
9687911,SIGMA,ACTIVE,28480,1344,839.00
9687916,SIGMA,ACTIVE,28481,1344,1265.00
9690635,SIGMA,ACTIVE,23799,1330,227.00
9691612,SIGMA,ACTIVE,23823,903,539.00
5011394,SIGMA,ACTIVE,10356,984,486.00
5022344,SIGMA,ACTIVE,8690,901,481.00
5022374,SIGMA,ACTIVE,21317,901,1044.00
5022394,SIGMA,ACTIVE,242063,901,598.00
5022404,SIGMA,ACTIVE,21318,901,864.00
5022424,SIGMA,ACTIVE,21319,901,507.00
5022484,SIGMA,ACTIVE,21321,901,658.00
5022534,SIGMA,ACTIVE,242064,901,827.00
5022574,SIGMA,ACTIVE,21323,901,812.00
5022654,SIGMA,ACTIVE,21324,901,669.00
5024414,SIGMA,ACTIVE,21325,901,867.00
5024454,SIGMA,ACTIVE,21326,901,571.00
5033594,SIGMA,ACTIVE,37646,1014,4632.00
5036314,SIGMA,ACTIVE,37641,1014,3265.00
5036624,SIGMA,ACTIVE,37643,1014,2332.00
5036644,SIGMA,ACTIVE,37637,1014,3244.00
5036654,SIGMA,ACTIVE,37626,1014,3697.00
5036664,SIGMA,ACTIVE,37635,1014,4019.00
5045244,SIGMA,ACTIVE,25028,901,691.00
5045324,SIGMA,ACTIVE,25029,901,691.00
5045404,SIGMA,ACTIVE,25030,901,691.00
5045544,SIGMA,ACTIVE,25031,901,675.00
5045754,SIGMA,ACTIVE,25032,901,734.00
5045834,SIGMA,ACTIVE,25033,901,734.00
5046034,SIGMA,ACTIVE,25034,901,734.00
5063044,SIGMA,ACTIVE,35647,987,1106.00
5063064,SIGMA,ACTIVE,37748,987,2251.00
5063264,SIGMA,ACTIVE,37757,987,3809.00
5063864,SIGMA,ACTIVE,37756,987,1801.00
5064064,SIGMA,ACTIVE,37747,987,3023.00
5067344,SIGMA,ACTIVE,35646,987,1535.00
5067364,SIGMA,ACTIVE,37751,987,3070.00
5067764,SIGMA,ACTIVE,24796,987,1664.00
5074084,SIGMA,ACTIVE,38070,901,6235.00
5074184,SIGMA,ACTIVE,38039,901,9748.00
5076314,SIGMA,ACTIVE,33666,985,2670.00
5076324,SIGMA,ACTIVE,33667,985,7950.00
5076554,SIGMA,ACTIVE,33668,985,3275.00
5076614,SIGMA,ACTIVE,33670,985,2817.00
5076624,SIGMA,ACTIVE,33671,985,8399.00
5078144,SIGMA,ACTIVE,35848,985,1173.00
5080624,SIGMA,ACTIVE,38405,901,564.00
3718555,SIGMA,ACTIVE,42376,998,451.00
3718565,SIGMA,ACTIVE,42377,998,598.00
3718585,SIGMA,ACTIVE,42378,998,839.00
5014245,SIGMA,ACTIVE,29621,985,595.00
5014275,SIGMA,ACTIVE,29622,985,516.00
5077305,SIGMA,ACTIVE,33674,985,1286.00
5077315,SIGMA,ACTIVE,33675,985,2213.00
5077325,SIGMA,ACTIVE,33676,985,6212.00
5077555,SIGMA,ACTIVE,33678,985,2838.00
5077605,SIGMA,ACTIVE,33679,985,1353.00
6003015,SIGMA,ACTIVE,11807,893,762.00
6003145,SIGMA,ACTIVE,11808,893,1708.00
6003175,SIGMA,ACTIVE,11809,893,2120.00
6004015,SIGMA,ACTIVE,1729,893,908.00
6004105,SIGMA,ACTIVE,1731,893,1285.00
6004245,SIGMA,ACTIVE,1732,893,1856.00
6817181,SIGMA,ACTIVE,9989,902,515.00
6817191,SIGMA,ACTIVE,9990,902,515.00
6817221,SIGMA,ACTIVE,9996,902,489.00
6817231,SIGMA,ACTIVE,9997,902,489.00
6817251,SIGMA,ACTIVE,10001,902,534.00
6817261,SIGMA,ACTIVE,10002,902,534.00
6817281,SIGMA,ACTIVE,10003,902,534.00
6817651,SIGMA,ACTIVE,9979,902,515.00
6817681,SIGMA,ACTIVE,9980,902,515.00
6817741,SIGMA,ACTIVE,9983,902,515.00
6817751,SIGMA,ACTIVE,9984,902,515.00
7012091,SIGMA,ACTIVE,10083,896,709.00
7012281,SIGMA,ACTIVE,10090,896,865.00
7012291,SIGMA,ACTIVE,10091,896,1135.00
7013431,SIGMA,ACTIVE,10093,896,733.00
7013481,SIGMA,ACTIVE,10095,896,880.00
7013611,SIGMA,ACTIVE,10098,896,1761.00
1512081,SIGMA,ACTIVE,3133,1031,1649.00
1513171,SIGMA,ACTIVE,3146,1031,1036.00
1513201,SIGMA,ACTIVE,3147,1031,1365.00
1641111,SIGMA,ACTIVE,10736,898,843.00
1643071,SIGMA,ACTIVE,10737,898,872.00
1643111,SIGMA,ACTIVE,10738,898,1105.00
1643191,SIGMA,ACTIVE,10739,898,1541.00
1643251,SIGMA,ACTIVE,10740,898,1614.00
1861701,SIGMA,ACTIVE,2725,1028,1607.00
1861711,SIGMA,ACTIVE,1484,1028,1913.00
