sku,supplier,status,prom_offer_id,prom_group_id,fallback_price
14808,ZAINSTRUMENTOM,ACTIVE,14808,898,1195.00
15502,ZAINSTRUMENTOM,ACTIVE,15502,899,1390.00
15731,ZAINSTRUMENTOM,ACTIVE,15731,1019,801.00
15804,ZAINSTRUMENTOM,ACTIVE,15804,1019,801.00
16067,ZAINSTRUMENTOM,ACTIVE,16067,1095538899,560.00
16126,ZAINSTRUMENTOM,ACTIVE,16126,1023,708.00
16196,ZAINSTRUMENTOM,ACTIVE,16196,1023,543.00
16228,ZAINSTRUMENTOM,ACTIVE,16228,899,1778.00
16371,ZAINSTRUMENTOM,ACTIVE,16371,1022,1130.40
16424,ZAINSTRUMENTOM,ACTIVE,16424,898,2815.00
16884,ZAINSTRUMENTOM,ACTIVE,16884,898,4428.00
17818,ZAINSTRUMENTOM,ACTIVE,17818,899,655.00
19282,ZAINSTRUMENTOM,ACTIVE,19282,1023,779.00
19567,ZAINSTRUMENTOM,ACTIVE,19567,898,450.00
27397,ZAINSTRUMENTOM,ACTIVE,27397,898,2199.00
28303,ZAINSTRUMENTOM,ACTIVE,28303,1139723190,691.20
29024,ZAINSTRUMENTOM,ACTIVE,29024,1023,639.00
29026,ZAINSTRUMENTOM,ACTIVE,29026,1023,684.00
29028,ZAINSTRUMENTOM,ACTIVE,29028,1023,774.00
29554,ZAINSTRUMENTOM,ACTIVE,29554,1019,891.00
12391000G3P,ZAINSTRUMENTOM,ACTIVE,12391000G3P,1019,2569.50
12391000G5P,ZAINSTRUMENTOM,ACTIVE,12391000G5P,1019,2656.80
12391000GB3,ZAINSTRUMENTOM,ACTIVE,12391000GB3,1019,2283.30
12391000GB5P,ZAINSTRUMENTOM,ACTIVE,12391000GB5P,1019,2019.60
1239150G5,ZAINSTRUMENTOM,ACTIVE,1239150G5,1019,1217.70
1239250G5,ZAINSTRUMENTOM,ACTIVE,1239250G5,1019,1303.20
1239400GB5P,ZAINSTRUMENTOM,ACTIVE,1239400GB5P,1019,976.50
123958-2K,ZAINSTRUMENTOM,ACTIVE,123958-2K,1023,617.40
1239600G5,ZAINSTRUMENTOM,ACTIVE,1239600G5,1019,2489.40
1239600GB3,ZAINSTRUMENTOM,ACTIVE,1239600GB3,1019,1309.50
1239600GB3P,ZAINSTRUMENTOM,ACTIVE,1239600GB3P,1019,1201.50
1239800G3,ZAINSTRUMENTOM,ACTIVE,1239800G3,1019,2732.40
1239800G5S,ZAINSTRUMENTOM,ACTIVE,1239800G5S,1019,2420.10
205003,ZAINSTRUMENTOM,ACTIVE,205003,899,2258.10
205402P,ZAINSTRUMENTOM,ACTIVE,205402P,1019,772.20
250001R-2К,ZAINSTRUMENTOM,ACTIVE,250001R-2К,1020,984.60
Z902L2R200,ZAINSTRUMENTOM,ACTIVE,Z902L2R200,899,2749.50
ZH150,ZAINSTRUMENTOM,ACTIVE,ZH150,899,1248.30
ZH200,ZAINSTRUMENTOM,ACTIVE,ZH200,899,1647.90
ZTE150,ZAINSTRUMENTOM,ACTIVE,ZTE150,899,1053.90
00467,ZAINSTRUMENTOM,ACTIVE,00467,1020,780.00
40081,ZAINSTRUMENTOM,ACTIVE,40081,1020,599.00
40083,ZAINSTRUMENTOM,ACTIVE,40083,1020,559.00
90153,ZAINSTRUMENTOM,ACTIVE,90153,899,930.00
90157,ZAINSTRUMENTOM,ACTIVE,90157,899,580.00
12101,ZAINSTRUMENTOM,ACTIVE,12101,1114201846,517.00
12103,ZAINSTRUMENTOM,ACTIVE,12103,1114201846,631.00
13134,ZAINSTRUMENTOM,ACTIVE,13134,1114201846,611.00
24612,ZAINSTRUMENTOM,ACTIVE,24612,1114201846,1220.00
31483,ZAINSTRUMENTOM,ACTIVE,31483,1114201846,1279.00
32587,ZAINSTRUMENTOM,ACTIVE,32587,1114201846,2476.00
62021,ZAINSTRUMENTOM,ACTIVE,62021,1114201846,1242.00
62022,ZAINSTRUMENTOM,ACTIVE,62022,1114201846,1336.00
62023,ZAINSTRUMENTOM,ACTIVE,62023,1114201846,1412.00
1001-0033,ZAINSTRUMENTOM,ACTIVE,1001-0033,1114201641,399.00
1001-0143,ZAINSTRUMENTOM,ACTIVE,1001-0143,1114201641,347.00
1001-0144,ZAINSTRUMENTOM,ACTIVE,1001-0144,1114201641,382.00
1101-0000,ZAINSTRUMENTOM,ACTIVE,1101-0000,992,394.00
1101-1689,ZAINSTRUMENTOM,ACTIVE,1101-1689,992,340.00
1101-1690,ZAINSTRUMENTOM,ACTIVE,1101-1690,992,340.00
1101-1701,ZAINSTRUMENTOM,ACTIVE,1101-1701,992,359.00
1101-1702,ZAINSTRUMENTOM,ACTIVE,1101-1702,992,359.00
1101-2002,ZAINSTRUMENTOM,ACTIVE,1101-2002,992,350.00
1104-2008,ZAINSTRUMENTOM,ACTIVE,1104-2008,1006,436.00
1104-2419,ZAINSTRUMENTOM,ACTIVE,1104-2419,1139723342,405.00
1104-2420,ZAINSTRUMENTOM,ACTIVE,1104-2420,1139723342,405.00
1201-2202,ZAINSTRUMENTOM,ACTIVE,1201-2202,1005,360.00
1201-2203,ZAINSTRUMENTOM,ACTIVE,1201-2203,1005,388.00
1202-0251,ZAINSTRUMENTOM,ACTIVE,1202-0251,1005,398.00
1202-0252,ZAINSTRUMENTOM,ACTIVE,1202-0252,1005,452.00
1202-2205,ZAINSTRUMENTOM,ACTIVE,1202-2205,1005,360.00
1204-0886,ZAINSTRUMENTOM,ACTIVE,1204-0886,1005,382.00
1207-2064,ZAINSTRUMENTOM,ACTIVE,1207-2064,1005,414.00
1207-2065,ZAINSTRUMENTOM,ACTIVE,1207-2065,1005,389.00
1003941,ZAINSTRUMENTOM,ACTIVE,1003941,1139723190,751.50
1004230,ZAINSTRUMENTOM,ACTIVE,1004230,1139723190,658.80
1024300,ZAINSTRUMENTOM,ACTIVE,1024300,34491,2557.80
1024310,ZAINSTRUMENTOM,ACTIVE,1024310,34491,2810.70
1024320,ZAINSTRUMENTOM,ACTIVE,1024320,34491,2810.70
1024330,ZAINSTRUMENTOM,ACTIVE,1024330,34491,2810.70
1024340,ZAINSTRUMENTOM,ACTIVE,1024340,34491,3134.70
1028610,ZAINSTRUMENTOM,ACTIVE,1028610,1009,1079.10
1028630,ZAINSTRUMENTOM,ACTIVE,1028630,1009,1303.20
1028650,ZAINSTRUMENTOM,ACTIVE,1028650,1009,1890.90
107202,ZAINSTRUMENTOM,ACTIVE,107202,1139725572,1538.10
108021,ZAINSTRUMENTOM,ACTIVE,108021,34491,578.70
108042,ZAINSTRUMENTOM,ACTIVE,108042,34491,2761.20
1301488,ZAINSTRUMENTOM,ACTIVE,1301488,902,1926.90
1301492,ZAINSTRUMENTOM,ACTIVE,1301492,902,3659.40
1301494,ZAINSTRUMENTOM,ACTIVE,1301494,1006,3049.20
1301496,ZAINSTRUMENTOM,ACTIVE,1301496,1006,3659.40
1301497,ZAINSTRUMENTOM,ACTIVE,1301497,1006,1827.90
K001,ZAINSTRUMENTOM,ACTIVE,K001,1139725572,527.00
1082853,ZAINSTRUMENTOM,ACTIVE,1082853,879,520.80
1082854,ZAINSTRUMENTOM,ACTIVE,1082854,879,672.80
1082857,ZAINSTRUMENTOM,ACTIVE,1082857,879,505.60
1082862,ZAINSTRUMENTOM,ACTIVE,1082862,879,525.60
1082863,ZAINSTRUMENTOM,ACTIVE,1082863,879,540.00
1082866,ZAINSTRUMENTOM,ACTIVE,1082866,879,476.80
1082877,ZAINSTRUMENTOM,ACTIVE,1082877,879,560.80
1082946,ZAINSTRUMENTOM,ACTIVE,1082946,879,589.60
1082947,ZAINSTRUMENTOM,ACTIVE,1082947,879,579.20
1083387,ZAINSTRUMENTOM,ACTIVE,1083387,879,550.40
1083391,ZAINSTRUMENTOM,ACTIVE,1083391,879,696.00
1083392,ZAINSTRUMENTOM,ACTIVE,1083392,879,769.60
1083393,ZAINSTRUMENTOM,ACTIVE,1083393,879,945.60
1083394,ZAINSTRUMENTOM,ACTIVE,1083394,879,1107.20
1083395,ZAINSTRUMENTOM,ACTIVE,1083395,879,1123.20
1083396,ZAINSTRUMENTOM,ACTIVE,1083396,879,1090.40
1083465,ZAINSTRUMENTOM,ACTIVE,1083465,879,873.60
140751393,ZAINSTRUMENTOM,ACTIVE,140751393,1020,414.00
ZI-BS,ZAINSTRUMENTOM,ACTIVE,ZI-BS,898,915.40
