sku,supplier,status,prom_offer_id,prom_group_id,fallback_price
10109_M1,ZAINSTRUMENTOM,ACTIVE,10109_M1,1023,3700.00
10125_M1,ZAINSTRUMENTOM,ACTIVE,10125_M1,1023,3500.00
11221,ZAINSTRUMENTOM,ACTIVE,11221,898,1981.00
11223,ZAINSTRUMENTOM,ACTIVE,11223,898,2219.00
13566,ZAINSTRUMENTOM,ACTIVE,13566,898,6818.00
13620,ZAINSTRUMENTOM,ACTIVE,13620,898,1886.00
13742,ZAINSTRUMENTOM,ACTIVE,13742,898,1915.00
13822,ZAINSTRUMENTOM,ACTIVE,13822,898,2325.00
13897,ZAINSTRUMENTOM,ACTIVE,13897,898,3482.00
13991,ZAINSTRUMENTOM,ACTIVE,13991,898,3249.00
13993,ZAINSTRUMENTOM,ACTIVE,13993,898,3790.00
13997,ZAINSTRUMENTOM,ACTIVE,13997,898,4495.00
14131,ZAINSTRUMENTOM,ACTIVE,14131,898,1410.00
14135,ZAINSTRUMENTOM,ACTIVE,14135,898,1552.00
14258,ZAINSTRUMENTOM,ACTIVE,14258,898,1550.00
14280,ZAINSTRUMENTOM,ACTIVE,14280,898,1750.00
14282,ZAINSTRUMENTOM,ACTIVE,14282,898,1998.00
14592,ZAINSTRUMENTOM,ACTIVE,14592,1019,550.00
14727,ZAINSTRUMENTOM,ACTIVE,14727,898,1416.00
14799,ZAINSTRUMENTOM,ACTIVE,14799,898,7688.00
14810,ZAINSTRUMENTOM,ACTIVE,14810,898,1045.00
14917,ZAINSTRUMENTOM,ACTIVE,14917,1023,1200.00
15325,ZAINSTRUMENTOM,ACTIVE,15325,1023,980.00
16420,ZAINSTRUMENTOM,ACTIVE,16420,898,1592.00
16600,ZAINSTRUMENTOM,ACTIVE,16600,898,1387.00
28944,ZAINSTRUMENTOM,ACTIVE,28944,1020,1096.00
40535,ZAINSTRUMENTOM,ACTIVE,40535,899,3170.00
00442,ZAINSTRUMENTOM,ACTIVE,00442,1020,1100.00
20101,ZAINSTRUMENTOM,ACTIVE,20101,899,1430.00
30105,ZAINSTRUMENTOM,ACTIVE,30105,1020,1150.00
40099,ZAINSTRUMENTOM,ACTIVE,40099,1020,998.00
90155,ZAINSTRUMENTOM,ACTIVE,90155,899,950.00
90159,ZAINSTRUMENTOM,ACTIVE,90159,899,1200.00
13021,ZAINSTRUMENTOM,ACTIVE,13021,1114201846,1471.00
13137,ZAINSTRUMENTOM,ACTIVE,13137,1114201846,1534.00
19892,ZAINSTRUMENTOM,ACTIVE,19892,1137379642,3003.00
19894,ZAINSTRUMENTOM,ACTIVE,19894,1137379642,2880.00
19899,ZAINSTRUMENTOM,ACTIVE,19899,1137379642,4117.00
19912,ZAINSTRUMENTOM,ACTIVE,19912,1137379642,5389.00
31482,ZAINSTRUMENTOM,ACTIVE,31482,1114201846,974.00
31861,ZAINSTRUMENTOM,ACTIVE,31861,1114201846,1051.00
31862,ZAINSTRUMENTOM,ACTIVE,31862,1114201846,1349.00
32589,ZAINSTRUMENTOM,ACTIVE,32589,1114201846,2582.00
32590,ZAINSTRUMENTOM,ACTIVE,32590,1114201846,1744.00
32712,ZAINSTRUMENTOM,ACTIVE,32712,1114201846,1153.00
32722,ZAINSTRUMENTOM,ACTIVE,32722,1114201846,1502.00
32723,ZAINSTRUMENTOM,ACTIVE,32723,1114201846,674.00
32724,ZAINSTRUMENTOM,ACTIVE,32724,1114201846,1577.00
32728,ZAINSTRUMENTOM,ACTIVE,32728,1114201846,839.00
32740,ZAINSTRUMENTOM,ACTIVE,32740,1114201846,1725.00
32789,ZAINSTRUMENTOM,ACTIVE,32789,1114201846,1133.00
62009,ZAINSTRUMENTOM,ACTIVE,62009,1114201846,1502.00
62020,ZAINSTRUMENTOM,ACTIVE,62020,1114201846,1117.00
62060,ZAINSTRUMENTOM,ACTIVE,62060,1114201846,1153.00
62286,ZAINSTRUMENTOM,ACTIVE,62286,1114201846,2088.00
62308,ZAINSTRUMENTOM,ACTIVE,62308,1114201846,2667.00
74110,ZAINSTRUMENTOM,ACTIVE,74110,1114201846,1292.00
74112,ZAINSTRUMENTOM,ACTIVE,74112,1114201846,2192.00
80531,ZAINSTRUMENTOM,ACTIVE,80531,1114201641,1461.00
1001-0148,ZAINSTRUMENTOM,ACTIVE,1001-0148,1114201641,618.00
1001-0220,ZAINSTRUMENTOM,ACTIVE,1001-0220,1114201641,806.00
1001-0221,ZAINSTRUMENTOM,ACTIVE,1001-0221,1114201641,923.00
1001-0222,ZAINSTRUMENTOM,ACTIVE,1001-0222,1114201641,1145.00
1001-0234,ZAINSTRUMENTOM,ACTIVE,1001-0234,1114201641,535.00
1001-0695,ZAINSTRUMENTOM,ACTIVE,1001-0695,1114201641,1216.00
1001-1649,ZAINSTRUMENTOM,ACTIVE,1001-1649,1114201641,1481.00
1001-1652,ZAINSTRUMENTOM,ACTIVE,1001-1652,1114201641,845.00
1001-1654,ZAINSTRUMENTOM,ACTIVE,1001-1654,1114201641,1499.00
1001-1660,ZAINSTRUMENTOM,ACTIVE,1001-1660,1114201641,1128.00
1001-1663,ZAINSTRUMENTOM,ACTIVE,1001-1663,1114201641,1100.00
1001-1670,ZAINSTRUMENTOM,ACTIVE,1001-1670,1114201641,952.00
1001-1671,ZAINSTRUMENTOM,ACTIVE,1001-1671,1114201641,1164.00
1001-1878,ZAINSTRUMENTOM,ACTIVE,1001-1878,1114201641,1398.00
1001-1879,ZAINSTRUMENTOM,ACTIVE,1001-1879,1114201641,1411.00
1001-1882,ZAINSTRUMENTOM,ACTIVE,1001-1882,1114201641,1263.00
1001-1891,ZAINSTRUMENTOM,ACTIVE,1001-1891,1114201641,1199.00
1001-1894,ZAINSTRUMENTOM,ACTIVE,1001-1894,1114201641,1147.00
1001-1899,ZAINSTRUMENTOM,ACTIVE,1001-1899,1114201641,1626.00
1001-1901,ZAINSTRUMENTOM,ACTIVE,1001-1901,1114201641,1427.00
1001-1903,ZAINSTRUMENTOM,ACTIVE,1001-1903,1114201641,1504.00
1001-1907,ZAINSTRUMENTOM,ACTIVE,1001-1907,1114201641,1507.00
1001-1908,ZAINSTRUMENTOM,ACTIVE,1001-1908,1114201641,1725.00
1001-1911,ZAINSTRUMENTOM,ACTIVE,1001-1911,1114201641,1048.00
1001-2432,ZAINSTRUMENTOM,ACTIVE,1001-2432,1114201641,658.00
1001-2434,ZAINSTRUMENTOM,ACTIVE,1001-2434,1114201641,998.00
1001-2438,ZAINSTRUMENTOM,ACTIVE,1001-2438,1114201641,732.00
1001-2439,ZAINSTRUMENTOM,ACTIVE,1001-2439,1114201641,838.00
1001-2529,ZAINSTRUMENTOM,ACTIVE,1001-2529,1114201641,1049.00
1001-2530,ZAINSTRUMENTOM,ACTIVE,1001-2530,1114201641,1139.00
1001-2605,ZAINSTRUMENTOM,ACTIVE,1001-2605,1114201641,892.00
1001-2606,ZAINSTRUMENTOM,ACTIVE,1001-2606,1114201641,1009.00
1001-2607,ZAINSTRUMENTOM,ACTIVE,1001-2607,1114201641,1190.00
1004-0062,ZAINSTRUMENTOM,ACTIVE,1004-0062,998,574.00
1004-0063,ZAINSTRUMENTOM,ACTIVE,1004-0063,998,640.00
1004-0064,ZAINSTRUMENTOM,ACTIVE,1004-0064,998,715.00
1008-0053,ZAINSTRUMENTOM,ACTIVE,1008-0053,1095538899,887.00
1008-0059,ZAINSTRUMENTOM,ACTIVE,1008-0059,1095538899,586.00
1008-0205,ZAINSTRUMENTOM,ACTIVE,1008-0205,1095538899,780.00
1008-0300,ZAINSTRUMENTOM,ACTIVE,1008-0300,1095538899,981.00
1008-0328,ZAINSTRUMENTOM,ACTIVE,1008-0328,1095538899,812.00
1008-0331,ZAINSTRUMENTOM,ACTIVE,1008-0331,1095538899,1592.00
1101-0200,ZAINSTRUMENTOM,ACTIVE,1101-0200,992,423.00
1101-0223,ZAINSTRUMENTOM,ACTIVE,1101-0223,992,471.00
1101-0224,ZAINSTRUMENTOM,ACTIVE,1101-0224,992,466.00
